date,category,actual,trend,seasonal,residual,z_score,is_anomaly
2024-04-12,"Money transfer, virtual currency, or money service",4,5.27,1.45,-2.72,-0.4,False
2024-04-13,"Money transfer, virtual currency, or money service",4,5.19,-2.2,1.01,0.08,False
2024-04-14,"Money transfer, virtual currency, or money service",5,5.16,-3.78,3.62,0.41,False
2024-04-15,"Money transfer, virtual currency, or money service",5,5.18,1.07,-1.25,-0.21,False
2024-04-16,"Money transfer, virtual currency, or money service",6,5.24,1.68,-0.92,-0.17,False
2024-04-17,"Money transfer, virtual currency, or money service",6,5.35,0.8,-0.14,-0.07,False
2024-04-18,"Money transfer, virtual currency, or money service",5,5.49,0.72,-1.21,-0.21,False
2024-04-19,"Money transfer, virtual currency, or money service",8,5.65,1.43,0.92,0.07,False
2024-04-20,"Money transfer, virtual currency, or money service",5,5.86,-1.6,0.74,0.04,False
2024-04-21,"Money transfer, virtual currency, or money service",1,6.05,-3.74,-1.31,-0.22,False
2024-04-22,"Money transfer, virtual currency, or money service",9,6.12,1.19,1.69,0.17,False
2024-04-23,"Money transfer, virtual currency, or money service",8,6.06,1.41,0.53,0.02,False
2024-04-24,"Money transfer, virtual currency, or money service",7,5.88,0.18,0.94,0.07,False
2024-04-25,"Money transfer, virtual currency, or money service",7,5.59,0.65,0.76,0.05,False
2024-04-26,"Money transfer, virtual currency, or money service",7,5.25,1.79,-0.03,-0.06,False
2024-04-27,"Money transfer, virtual currency, or money service",3,4.91,-1.62,-0.3,-0.09,False
2024-04-28,"Money transfer, virtual currency, or money service",0,4.63,-3.94,-0.7,-0.14,False
2024-04-29,"Money transfer, virtual currency, or money service",5,4.49,1.61,-1.1,-0.19,False
2024-04-30,"Money transfer, virtual currency, or money service",5,4.52,1.65,-1.17,-0.2,False
2024-05-01,"Money transfer, virtual currency, or money service",3,4.71,-0.04,-1.67,-0.27,False
2024-05-02,"Money transfer, virtual currency, or money service",6,5.03,0.59,0.38,-0.0,False
2024-05-03,"Money transfer, virtual currency, or money service",7,5.39,2.22,-0.61,-0.13,False
2024-05-04,"Money transfer, virtual currency, or money service",4,5.75,-2.33,0.57,0.02,False
2024-05-05,"Money transfer, virtual currency, or money service",4,6.13,-4.03,1.9,0.19,False
2024-05-06,"Money transfer, virtual currency, or money service",9,6.45,1.66,0.88,0.06,False
2024-05-07,"Money transfer, virtual currency, or money service",9,6.68,1.97,0.35,-0.01,False
2024-05-08,"Money transfer, virtual currency, or money service",6,6.79,0.56,-1.35,-0.23,False
2024-05-09,"Money transfer, virtual currency, or money service",7,6.83,0.4,-0.23,-0.08,False
2024-05-10,"Money transfer, virtual currency, or money service",10,6.83,1.76,1.41,0.13,False
2024-05-11,"Money transfer, virtual currency, or money service",4,6.83,-2.81,-0.01,-0.05,False
2024-05-12,"Money transfer, virtual currency, or money service",2,6.82,-3.71,-1.11,-0.19,False
2024-05-13,"Money transfer, virtual currency, or money service",8,6.72,1.46,-0.19,-0.08,False
2024-05-14,"Money transfer, virtual currency, or money service",10,6.53,1.84,1.63,0.16,False
2024-05-15,"Money transfer, virtual currency, or money service",9,6.38,1.52,1.11,0.09,False
2024-05-16,"Money transfer, virtual currency, or money service",6,6.29,0.32,-0.61,-0.13,False
2024-05-17,"Money transfer, virtual currency, or money service",0,6.27,1.51,-7.77,-1.05,False
2024-05-18,"Money transfer, virtual currency, or money service",0,6.2,-2.73,-3.47,-0.5,False
2024-05-19,"Money transfer, virtual currency, or money service",2,6.03,-3.45,-0.59,-0.13,False
2024-05-20,"Money transfer, virtual currency, or money service",8,5.86,0.68,1.46,0.14,False
2024-05-21,"Money transfer, virtual currency, or money service",7,5.78,1.36,-0.14,-0.07,False
2024-05-22,"Money transfer, virtual currency, or money service",10,5.76,2.29,1.95,0.2,False
2024-05-23,"Money transfer, virtual currency, or money service",6,5.66,0.39,-0.05,-0.06,False
2024-05-24,"Money transfer, virtual currency, or money service",4,5.45,1.48,-2.93,-0.43,False
2024-05-25,"Money transfer, virtual currency, or money service",4,5.27,-2.49,1.23,0.11,False
2024-05-26,"Money transfer, virtual currency, or money service",3,5.21,-2.89,0.68,0.04,False
2024-05-27,"Money transfer, virtual currency, or money service",4,5.27,-0.19,-1.08,-0.19,False
2024-05-28,"Money transfer, virtual currency, or money service",3,5.37,1.2,-3.58,-0.51,False
2024-05-29,"Money transfer, virtual currency, or money service",6,5.5,2.49,-1.98,-0.31,False
2024-05-30,"Money transfer, virtual currency, or money service",8,5.64,-0.0,2.36,0.25,False
2024-05-31,"Money transfer, virtual currency, or money service",9,5.81,1.23,1.96,0.2,False
2024-06-01,"Money transfer, virtual currency, or money service",4,6.07,-1.56,-0.51,-0.12,False
2024-06-02,"Money transfer, virtual currency, or money service",4,6.31,-2.48,0.17,-0.03,False
2024-06-03,"Money transfer, virtual currency, or money service",5,6.44,-0.71,-0.73,-0.15,False
2024-06-04,"Money transfer, virtual currency, or money service",8,6.43,1.22,0.35,-0.01,False
2024-06-05,"Money transfer, virtual currency, or money service",10,6.35,2.2,1.45,0.13,False
2024-06-06,"Money transfer, virtual currency, or money service",5,6.26,-0.87,-0.39,-0.1,False
2024-06-07,"Money transfer, virtual currency, or money service",8,6.13,1.98,-0.11,-0.07,False
2024-06-08,"Money transfer, virtual currency, or money service",5,5.88,-1.01,0.13,-0.04,False
2024-06-09,"Money transfer, virtual currency, or money service",4,5.56,-3.03,1.47,0.14,False
2024-06-10,"Money transfer, virtual currency, or money service",4,5.24,-0.27,-0.96,-0.18,False
2024-06-11,"Money transfer, virtual currency, or money service",8,4.98,1.35,1.67,0.16,False
2024-06-12,"Money transfer, virtual currency, or money service",4,4.79,2.44,-3.23,-0.47,False
2024-06-13,"Money transfer, virtual currency, or money service",2,4.61,-2.36,-0.24,-0.08,False
2024-06-14,"Money transfer, virtual currency, or money service",5,4.49,2.92,-2.42,-0.36,False
2024-06-15,"Money transfer, virtual currency, or money service",5,4.52,-0.94,1.42,0.13,False
2024-06-16,"Money transfer, virtual currency, or money service",0,4.75,-3.73,-1.01,-0.18,False
2024-06-17,"Money transfer, virtual currency, or money service",6,4.97,0.4,0.63,0.03,False
2024-06-18,"Money transfer, virtual currency, or money service",3,5.1,1.82,-3.92,-0.56,False
2024-06-19,"Money transfer, virtual currency, or money service",10,5.21,2.54,2.24,0.24,False
2024-06-20,"Money transfer, virtual currency, or money service",11,5.32,-3.35,9.03,1.11,False
2024-06-21,"Money transfer, virtual currency, or money service",12,5.37,3.13,3.49,0.4,False
2024-06-22,"Money transfer, virtual currency, or money service",3,5.44,-0.87,-1.56,-0.25,False
2024-06-23,"Money transfer, virtual currency, or money service",0,5.46,-3.99,-1.47,-0.24,False
2024-06-24,"Money transfer, virtual currency, or money service",9,5.45,0.42,3.13,0.35,False
2024-06-25,"Money transfer, virtual currency, or money service",7,5.5,2.18,-0.68,-0.14,False
2024-06-26,"Money transfer, virtual currency, or money service",7,5.65,2.88,-1.53,-0.25,False
2024-06-27,"Money transfer, virtual currency, or money service",1,5.86,-3.61,-1.25,-0.21,False
2024-06-28,"Money transfer, virtual currency, or money service",11,6.13,2.95,1.92,0.19,False
2024-06-29,"Money transfer, virtual currency, or money service",6,6.36,-1.2,0.84,0.06,False
2024-06-30,"Money transfer, virtual currency, or money service",3,6.53,-3.72,0.19,-0.03,False
2024-07-01,"Money transfer, virtual currency, or money service",5,6.66,0.27,-1.93,-0.3,False
2024-07-02,"Money transfer, virtual currency, or money service",12,6.74,2.71,2.55,0.28,False
2024-07-03,"Money transfer, virtual currency, or money service",11,6.76,2.72,1.53,0.14,False
2024-07-04,"Money transfer, virtual currency, or money service",3,6.71,-2.86,-0.85,-0.16,False
2024-07-05,"Money transfer, virtual currency, or money service",7,6.65,1.88,-1.53,-0.25,False
2024-07-06,"Money transfer, virtual currency, or money service",5,6.57,-1.39,-0.18,-0.08,False
2024-07-07,"Money transfer, virtual currency, or money service",5,6.43,-3.4,1.96,0.2,False
2024-07-08,"Money transfer, virtual currency, or money service",6,6.27,-0.26,-0.01,-0.05,False
2024-07-09,"Money transfer, virtual currency, or money service",9,6.13,3.21,-0.34,-0.1,False
2024-07-10,"Money transfer, virtual currency, or money service",8,5.99,2.59,-0.58,-0.13,False
2024-07-11,"Money transfer, virtual currency, or money service",7,5.82,-1.17,2.35,0.25,False
2024-07-12,"Money transfer, virtual currency, or money service",5,5.61,0.62,-1.23,-0.21,False
2024-07-13,"Money transfer, virtual currency, or money service",4,5.41,-1.7,0.29,-0.02,False
2024-07-14,"Money transfer, virtual currency, or money service",1,5.26,-3.42,-0.84,-0.16,False
2024-07-15,"Money transfer, virtual currency, or money service",5,5.15,-0.29,0.14,-0.03,False
2024-07-16,"Money transfer, virtual currency, or money service",8,5.09,2.78,0.13,-0.04,False
2024-07-17,"Money transfer, virtual currency, or money service",7,5.11,2.42,-0.53,-0.12,False
2024-07-18,"Money transfer, virtual currency, or money service",5,5.22,0.48,-0.7,-0.14,False
2024-07-19,"Money transfer, virtual currency, or money service",6,5.36,0.7,-0.05,-0.06,False
2024-07-20,"Money transfer, virtual currency, or money service",3,5.48,-2.25,-0.23,-0.08,False
2024-07-21,"Money transfer, virtual currency, or money service",2,5.53,-4.18,0.65,0.03,False
2024-07-22,"Money transfer, virtual currency, or money service",6,5.58,-0.11,0.53,0.02,False
2024-07-23,"Money transfer, virtual currency, or money service",16,5.6,2.02,8.37,1.03,False
2024-07-24,"Money transfer, virtual currency, or money service",9,5.57,2.27,1.17,0.1,False
2024-07-25,"Money transfer, virtual currency, or money service",7,5.48,1.84,-0.32,-0.09,False
2024-07-26,"Money transfer, virtual currency, or money service",6,5.33,1.72,-1.05,-0.19,False
2024-07-27,"Money transfer, virtual currency, or money service",3,5.2,-3.28,1.09,0.09,False
2024-07-28,"Money transfer, virtual currency, or money service",0,5.17,-4.97,-0.19,-0.08,False
2024-07-29,"Money transfer, virtual currency, or money service",2,5.26,0.32,-3.59,-0.51,False
2024-07-30,"Money transfer, virtual currency, or money service",7,5.44,1.32,0.24,-0.02,False
2024-07-31,"Money transfer, virtual currency, or money service",6,5.69,2.36,-2.05,-0.32,False
2024-08-01,"Money transfer, virtual currency, or money service",9,6.02,3.1,-0.12,-0.07,False
2024-08-02,"Money transfer, virtual currency, or money service",11,6.45,2.47,2.08,0.22,False
2024-08-03,"Money transfer, virtual currency, or money service",2,7.02,-4.32,-0.69,-0.14,False
2024-08-04,"Money transfer, virtual currency, or money service",1,7.6,-5.56,-1.04,-0.19,False
2024-08-05,"Money transfer, virtual currency, or money service",10,8.07,0.46,1.47,0.14,False
2024-08-06,"Money transfer, virtual currency, or money service",8,8.44,0.96,-1.4,-0.23,False
2024-08-07,"Money transfer, virtual currency, or money service",13,8.72,2.17,2.11,0.22,False
2024-08-08,"Money transfer, virtual currency, or money service",15,8.95,4.09,1.96,0.2,False
2024-08-09,"Money transfer, virtual currency, or money service",12,9.11,2.85,0.04,-0.05,False
2024-08-10,"Money transfer, virtual currency, or money service",3,9.1,-4.84,-1.26,-0.22,False
2024-08-11,"Money transfer, virtual currency, or money service",4,8.97,-5.89,0.93,0.07,False
2024-08-12,"Money transfer, virtual currency, or money service",10,8.76,0.62,0.62,0.03,False
2024-08-13,"Money transfer, virtual currency, or money service",10,8.5,1.0,0.5,0.01,False
2024-08-14,"Money transfer, virtual currency, or money service",6,8.28,2.11,-4.39,-0.62,False
2024-08-15,"Money transfer, virtual currency, or money service",12,8.15,4.39,-0.54,-0.12,False
2024-08-16,"Money transfer, virtual currency, or money service",11,8.09,2.31,0.6,0.03,False
2024-08-17,"Money transfer, virtual currency, or money service",3,8.11,-4.41,-0.7,-0.14,False
2024-08-18,"Money transfer, virtual currency, or money service",1,8.23,-5.45,-1.79,-0.28,False
2024-08-19,"Money transfer, virtual currency, or money service",8,8.42,0.4,-0.82,-0.16,False
2024-08-20,"Money transfer, virtual currency, or money service",11,8.58,1.02,1.39,0.13,False
2024-08-21,"Money transfer, virtual currency, or money service",12,8.66,1.69,1.65,0.16,False
2024-08-22,"Money transfer, virtual currency, or money service",4,8.64,4.29,-8.93,-1.2,False
2024-08-23,"Money transfer, virtual currency, or money service",10,8.54,1.11,0.35,-0.01,False
2024-08-24,"Money transfer, virtual currency, or money service",6,8.34,-3.32,0.98,0.07,False
2024-08-25,"Money transfer, virtual currency, or money service",4,8.03,-5.08,1.05,0.08,False
2024-08-26,"Money transfer, virtual currency, or money service",8,7.63,0.83,-0.46,-0.11,False
2024-08-27,"Money transfer, virtual currency, or money service",6,7.25,1.37,-2.61,-0.39,False
2024-08-28,"Money transfer, virtual currency, or money service",7,6.9,1.09,-0.99,-0.18,False
2024-08-29,"Money transfer, virtual currency, or money service",11,6.63,3.78,0.59,0.02,False
2024-08-30,"Money transfer, virtual currency, or money service",6,6.46,-0.1,-0.36,-0.1,False
2024-08-31,"Money transfer, virtual currency, or money service",4,6.4,-2.47,0.07,-0.04,False
2024-09-01,"Money transfer, virtual currency, or money service",2,6.4,-4.55,0.15,-0.03,False
2024-09-02,"Money transfer, virtual currency, or money service",1,6.41,1.67,-7.07,-0.96,False
2024-09-03,"Money transfer, virtual currency, or money service",8,6.38,1.76,-0.13,-0.07,False
2024-09-04,"Money transfer, virtual currency, or money service",7,6.34,0.49,0.18,-0.03,False
2024-09-05,"Money transfer, virtual currency, or money service",10,6.3,3.1,0.6,0.02,False
2024-09-06,"Money transfer, virtual currency, or money service",4,6.23,-0.98,-1.26,-0.21,False
2024-09-07,"Money transfer, virtual currency, or money service",5,6.1,-2.47,1.38,0.12,False
2024-09-08,"Money transfer, virtual currency, or money service",1,5.94,-4.13,-0.8,-0.16,False
2024-09-09,"Money transfer, virtual currency, or money service",9,5.8,2.34,0.86,0.06,False
2024-09-10,"Money transfer, virtual currency, or money service",9,5.71,2.65,0.64,0.03,False
2024-09-11,"Money transfer, virtual currency, or money service",5,5.69,0.61,-1.3,-0.22,False
2024-09-12,"Money transfer, virtual currency, or money service",6,5.69,2.06,-1.76,-0.28,False
2024-09-13,"Money transfer, virtual currency, or money service",5,5.71,-1.46,0.75,0.04,False
2024-09-14,"Money transfer, virtual currency, or money service",2,5.77,-2.68,-1.1,-0.19,False
2024-09-15,"Money transfer, virtual currency, or money service",3,5.84,-4.02,1.18,0.1,False
2024-09-16,"Money transfer, virtual currency, or money service",9,5.92,2.5,0.59,0.02,False
2024-09-17,"Money transfer, virtual currency, or money service",3,6.0,3.2,-6.2,-0.85,False
2024-09-18,"Money transfer, virtual currency, or money service",7,6.03,1.32,-0.35,-0.1,False
2024-09-19,"Money transfer, virtual currency, or money service",8,6.05,1.09,0.86,0.06,False
2024-09-20,"Money transfer, virtual currency, or money service",4,6.12,-1.59,-0.54,-0.12,False
2024-09-21,"Money transfer, virtual currency, or money service",3,6.25,-2.64,-0.62,-0.13,False
2024-09-22,"Money transfer, virtual currency, or money service",2,6.48,-3.75,-0.74,-0.15,False
2024-09-23,"Money transfer, virtual currency, or money service",7,6.77,1.99,-1.76,-0.28,False
2024-09-24,"Money transfer, virtual currency, or money service",11,7.07,3.46,0.47,0.01,False
2024-09-25,"Money transfer, virtual currency, or money service",12,7.43,1.63,2.94,0.33,False
2024-09-26,"Money transfer, virtual currency, or money service",8,7.82,0.84,-0.66,-0.14,False
2024-09-27,"Money transfer, virtual currency, or money service",7,8.14,-1.6,0.47,0.01,False
2024-09-28,"Money transfer, virtual currency, or money service",6,8.32,-2.15,-0.17,-0.07,False
2024-09-29,"Money transfer, virtual currency, or money service",5,8.34,-3.78,0.44,0.0,False
2024-09-30,"Money transfer, virtual currency, or money service",13,8.27,1.5,3.23,0.36,False
2024-10-01,"Money transfer, virtual currency, or money service",11,8.19,3.14,-0.32,-0.09,False
2024-10-02,"Money transfer, virtual currency, or money service",10,8.08,1.59,0.34,-0.01,False
2024-10-03,"Money transfer, virtual currency, or money service",8,7.92,1.12,-1.04,-0.19,False
2024-10-04,"Money transfer, virtual currency, or money service",5,7.7,-1.33,-1.37,-0.23,False
2024-10-05,"Money transfer, virtual currency, or money service",8,7.52,-1.66,2.14,0.22,False
2024-10-06,"Money transfer, virtual currency, or money service",4,7.42,-3.64,0.22,-0.02,False
2024-10-07,"Money transfer, virtual currency, or money service",5,7.28,1.68,-3.96,-0.56,False
2024-10-08,"Money transfer, virtual currency, or money service",12,7.06,1.78,3.15,0.35,False
2024-10-09,"Money transfer, virtual currency, or money service",6,6.81,1.46,-2.27,-0.34,False
2024-10-10,"Money transfer, virtual currency, or money service",11,6.5,1.03,3.47,0.39,False
2024-10-11,"Money transfer, virtual currency, or money service",7,6.19,-0.96,1.78,0.18,False
2024-10-12,"Money transfer, virtual currency, or money service",3,5.94,-1.19,-1.75,-0.28,False
2024-10-13,"Money transfer, virtual currency, or money service",1,5.71,-3.34,-1.36,-0.23,False
2024-10-14,"Money transfer, virtual currency, or money service",8,5.52,2.03,0.45,0.01,False
2024-10-15,"Money transfer, virtual currency, or money service",4,5.46,0.5,-1.96,-0.31,False
2024-10-16,"Money transfer, virtual currency, or money service",7,5.56,1.73,-0.29,-0.09,False
2024-10-17,"Money transfer, virtual currency, or money service",7,5.79,0.82,0.39,-0.0,False
2024-10-18,"Money transfer, virtual currency, or money service",4,6.04,-0.4,-1.64,-0.26,False
2024-10-19,"Money transfer, virtual currency, or money service",6,6.23,-1.21,0.98,0.07,False
2024-10-20,"Money transfer, virtual currency, or money service",6,6.41,-3.34,2.93,0.32,False
2024-10-21,"Money transfer, virtual currency, or money service",3,6.57,2.36,-5.93,-0.82,False
2024-10-22,"Money transfer, virtual currency, or money service",6,6.68,-0.52,-0.16,-0.07,False
2024-10-23,"Money transfer, virtual currency, or money service",10,6.75,2.45,0.81,0.05,False
2024-10-24,"Money transfer, virtual currency, or money service",5,6.75,0.24,-1.99,-0.31,False
2024-10-25,"Money transfer, virtual currency, or money service",8,6.69,-0.03,1.33,0.12,False
2024-10-26,"Money transfer, virtual currency, or money service",5,6.64,-1.23,-0.41,-0.11,False
2024-10-27,"Money transfer, virtual currency, or money service",2,6.5,-3.32,-1.18,-0.2,False
2024-10-28,"Money transfer, virtual currency, or money service",11,6.36,2.19,2.45,0.26,False
2024-10-29,"Money transfer, virtual currency, or money service",12,6.29,-0.27,5.98,0.72,False
2024-10-30,"Money transfer, virtual currency, or money service",2,6.2,2.71,-6.91,-0.94,False
2024-10-31,"Money transfer, virtual currency, or money service",6,6.06,-0.26,0.2,-0.03,False
2024-11-01,"Money transfer, virtual currency, or money service",4,5.93,0.78,-2.71,-0.4,False
2024-11-02,"Money transfer, virtual currency, or money service",5,5.76,-1.78,1.01,0.08,False
2024-11-03,"Money transfer, virtual currency, or money service",3,5.68,-3.85,1.17,0.1,False
2024-11-04,"Money transfer, virtual currency, or money service",6,5.8,1.97,-1.77,-0.28,False
2024-11-05,"Money transfer, virtual currency, or money service",5,5.93,0.77,-1.7,-0.27,False
2024-11-06,"Money transfer, virtual currency, or money service",9,6.03,2.59,0.38,-0.0,False
2024-11-07,"Money transfer, virtual currency, or money service",6,6.16,-0.43,0.27,-0.02,False
2024-11-08,"Money transfer, virtual currency, or money service",10,6.33,1.2,2.47,0.27,False
2024-11-09,"Money transfer, virtual currency, or money service",4,6.59,-2.41,-0.19,-0.08,False
2024-11-10,"Money transfer, virtual currency, or money service",1,6.87,-3.86,-2.01,-0.31,False
2024-11-11,"Money transfer, virtual currency, or money service",3,7.03,1.76,-5.79,-0.8,False
2024-11-12,"Money transfer, virtual currency, or money service",10,7.1,1.86,1.04,0.08,False
2024-11-13,"Money transfer, virtual currency, or money service",9,7.17,2.39,-0.56,-0.12,False
2024-11-14,"Money transfer, virtual currency, or money service",8,7.32,-1.3,1.99,0.2,False
2024-11-15,"Money transfer, virtual currency, or money service",9,7.49,1.37,0.14,-0.03,False
2024-11-16,"Money transfer, virtual currency, or money service",3,7.54,-2.77,-1.77,-0.28,False
2024-11-17,"Money transfer, virtual currency, or money service",4,7.45,-3.43,-0.01,-0.05,False
2024-11-18,"Money transfer, virtual currency, or money service",10,7.36,1.76,0.87,0.06,False
2024-11-19,"Money transfer, virtual currency, or money service",13,7.31,2.46,3.24,0.36,False
2024-11-20,"Money transfer, virtual currency, or money service",9,7.23,2.72,-0.94,-0.17,False
2024-11-21,"Money transfer, virtual currency, or money service",2,7.08,-1.88,-3.2,-0.46,False
2024-11-22,"Money transfer, virtual currency, or money service",8,6.87,0.65,0.48,0.01,False
2024-11-23,"Money transfer, virtual currency, or money service",6,6.57,-3.28,2.71,0.3,False
2024-11-24,"Money transfer, virtual currency, or money service",4,6.25,-2.56,0.32,-0.01,False
2024-11-25,"Money transfer, virtual currency, or money service",8,5.96,2.07,-0.03,-0.06,False
2024-11-26,"Money transfer, virtual currency, or money service",6,5.71,2.68,-2.39,-0.36,False
2024-11-27,"Money transfer, virtual currency, or money service",10,5.47,2.94,1.59,0.15,False
2024-11-28,"Money transfer, virtual currency, or money service",2,5.26,-2.1,-1.16,-0.2,False
2024-11-29,"Money transfer, virtual currency, or money service",4,5.19,-0.32,-0.87,-0.16,False
2024-11-30,"Money transfer, virtual currency, or money service",1,5.28,-3.19,-1.08,-0.19,False
2024-12-01,"Money transfer, virtual currency, or money service",4,5.44,-1.8,0.36,-0.01,False
2024-12-02,"Money transfer, virtual currency, or money service",7,5.6,2.32,-0.92,-0.17,False
2024-12-03,"Money transfer, virtual currency, or money service",9,5.74,2.01,1.25,0.11,False
2024-12-04,"Money transfer, virtual currency, or money service",9,5.86,2.76,0.38,-0.0,False
2024-12-05,"Money transfer, virtual currency, or money service",7,5.95,-1.97,3.02,0.34,False
2024-12-06,"Money transfer, virtual currency, or money service",5,6.0,-0.44,-0.56,-0.12,False
2024-12-07,"Money transfer, virtual currency, or money service",2,5.98,-3.14,-0.84,-0.16,False
2024-12-08,"Money transfer, virtual currency, or money service",5,5.89,-1.61,0.72,0.04,False
2024-12-09,"Money transfer, virtual currency, or money service",8,5.75,3.22,-0.97,-0.18,False
2024-12-10,"Money transfer, virtual currency, or money service",7,5.64,1.58,-0.22,-0.08,False
2024-12-11,"Money transfer, virtual currency, or money service",8,5.64,1.29,1.08,0.09,False
2024-12-12,"Money transfer, virtual currency, or money service",4,5.72,-1.49,-0.23,-0.08,False
2024-12-13,"Money transfer, virtual currency, or money service",4,5.82,0.7,-2.52,-0.38,False
2024-12-14,"Money transfer, virtual currency, or money service",4,5.91,-3.42,1.51,0.14,False
2024-12-15,"Money transfer, virtual currency, or money service",1,6.05,-1.26,-3.79,-0.54,False
2024-12-16,"Money transfer, virtual currency, or money service",12,6.27,3.36,2.37,0.25,False
2024-12-17,"Money transfer, virtual currency, or money service",7,6.6,1.22,-0.82,-0.16,False
2024-12-18,"Money transfer, virtual currency, or money service",6,7.03,-0.58,-0.45,-0.11,False
2024-12-19,"Money transfer, virtual currency, or money service",4,7.41,-0.86,-2.55,-0.38,False
2024-12-20,"Money transfer, virtual currency, or money service",12,7.61,2.22,2.17,0.23,False
2024-12-21,"Money transfer, virtual currency, or money service",14,7.72,-3.65,9.93,1.23,False
2024-12-22,"Money transfer, virtual currency, or money service",8,7.79,-1.4,1.61,0.15,False
2024-12-23,"Money transfer, virtual currency, or money service",18,7.9,3.44,6.66,0.8,False
2024-12-24,"Money transfer, virtual currency, or money service",10,7.98,0.78,1.24,0.11,False
2024-12-25,"Money transfer, virtual currency, or money service",4,7.87,-2.33,-1.54,-0.25,False
2024-12-26,"Money transfer, virtual currency, or money service",8,7.55,0.21,0.23,-0.02,False
2024-12-27,"Money transfer, virtual currency, or money service",11,7.25,3.97,-0.22,-0.08,False
2024-12-28,"Money transfer, virtual currency, or money service",2,7.09,-4.21,-0.88,-0.17,False
2024-12-29,"Money transfer, virtual currency, or money service",6,7.09,-1.76,0.67,0.03,False
2024-12-30,"Money transfer, virtual currency, or money service",9,7.18,3.08,-1.26,-0.21,False
2024-12-31,"Money transfer, virtual currency, or money service",6,7.33,0.96,-2.29,-0.35,False
2025-01-01,"Money transfer, virtual currency, or money service",5,7.53,-3.97,1.44,0.13,False
2025-01-02,"Money transfer, virtual currency, or money service",10,7.77,2.34,-0.11,-0.07,False
2025-01-03,"Money transfer, virtual currency, or money service",13,8.03,4.62,0.35,-0.01,False
2025-01-04,"Money transfer, virtual currency, or money service",4,8.28,-4.46,0.18,-0.03,False
2025-01-05,"Money transfer, virtual currency, or money service",5,8.47,-3.56,0.09,-0.04,False
2025-01-06,"Money transfer, virtual currency, or money service",12,8.53,2.76,0.7,0.04,False
2025-01-07,"Money transfer, virtual currency, or money service",10,8.51,1.17,0.32,-0.01,False
2025-01-08,"Money transfer, virtual currency, or money service",4,10.63,-2.55,-4.08,-0.58,False
2025-01-09,"Money transfer, virtual currency, or money service",7,15.85,3.81,-12.66,-1.68,False
2025-01-10,"Money transfer, virtual currency, or money service",7,19.54,6.02,-18.56,-2.44,False
2025-01-11,"Money transfer, virtual currency, or money service",7,22.73,-6.63,-9.1,-1.22,False
2025-01-12,"Money transfer, virtual currency, or money service",1,25.99,-6.43,-18.56,-2.44,False
2025-01-13,"Money transfer, virtual currency, or money service",7,29.55,3.71,-26.26,-3.43,True
2025-01-14,"Money transfer, virtual currency, or money service",36,32.99,2.3,0.7,0.04,False
2025-01-15,"Money transfer, virtual currency, or money service",176,33.77,-0.69,142.92,18.34,True
2025-01-16,"Money transfer, virtual currency, or money service",106,33.73,3.64,68.63,8.78,True
2025-01-17,"Money transfer, virtual currency, or money service",64,33.59,3.74,26.67,3.38,True
2025-01-18,"Money transfer, virtual currency, or money service",106,33.43,-6.95,79.51,10.18,True
2025-01-19,"Money transfer, virtual currency, or money service",42,33.39,-7.76,16.36,2.05,False
2025-01-20,"Money transfer, virtual currency, or money service",38,33.87,3.58,0.55,0.02,False
2025-01-21,"Money transfer, virtual currency, or money service",35,32.55,2.22,0.23,-0.02,False
2025-01-22,"Money transfer, virtual currency, or money service",32,30.23,1.36,0.42,0.0,False
2025-01-23,"Money transfer, virtual currency, or money service",28,27.95,7.82,-7.77,-1.05,False
2025-01-24,"Money transfer, virtual currency, or money service",15,25.87,3.42,-14.3,-1.89,False
2025-01-25,"Money transfer, virtual currency, or money service",14,23.95,-8.87,-1.08,-0.19,False
2025-01-26,"Money transfer, virtual currency, or money service",10,22.03,-11.03,-1.0,-0.18,False
2025-01-27,"Money transfer, virtual currency, or money service",13,20.09,3.49,-10.58,-1.41,False
2025-01-28,"Money transfer, virtual currency, or money service",11,18.33,2.09,-9.42,-1.26,False
2025-01-29,"Money transfer, virtual currency, or money service",20,16.83,3.08,0.09,-0.04,False
2025-01-30,"Money transfer, virtual currency, or money service",20,15.4,5.19,-0.59,-0.13,False
2025-01-31,"Money transfer, virtual currency, or money service",16,14.01,2.4,-0.41,-0.11,False
2025-02-01,"Money transfer, virtual currency, or money service",7,12.74,-6.34,0.59,0.02,False
2025-02-02,"Money transfer, virtual currency, or money service",5,11.68,-6.91,0.23,-0.02,False
2025-02-03,"Money transfer, virtual currency, or money service",11,10.8,2.43,-2.22,-0.34,False
2025-02-04,"Money transfer, virtual currency, or money service",9,10.07,1.32,-2.39,-0.36,False
2025-02-05,"Money transfer, virtual currency, or money service",12,9.51,2.57,-0.08,-0.06,False
2025-02-06,"Money transfer, virtual currency, or money service",11,9.11,2.61,-0.73,-0.15,False
2025-02-07,"Money transfer, virtual currency, or money service",10,8.83,2.3,-1.13,-0.2,False
2025-02-08,"Money transfer, virtual currency, or money service",4,8.61,-4.7,0.09,-0.04,False
2025-02-09,"Money transfer, virtual currency, or money service",5,8.38,-4.65,1.27,0.11,False
2025-02-10,"Money transfer, virtual currency, or money service",11,8.13,1.48,1.39,0.13,False
2025-02-11,"Money transfer, virtual currency, or money service",10,7.9,0.74,1.36,0.12,False
