date,institution,category,complaint_count
2024-11-23,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-11-23,JPMORGAN CHASE & CO.,Checking or savings account,11
2024-11-23,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-11-24,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,5
2024-11-24,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-11-24,JPMORGAN CHASE & CO.,Checking or savings account,3
2024-11-24,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2024-11-25,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,14
2024-11-25,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-11-25,JPMORGAN CHASE & CO.,Checking or savings account,20
2024-11-25,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2024-11-26,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2024-11-26,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-11-26,JPMORGAN CHASE & CO.,Checking or savings account,24
2024-11-26,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-11-27,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,13
2024-11-27,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2024-11-27,JPMORGAN CHASE & CO.,Checking or savings account,21
2024-11-27,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2024-11-28,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,4
2024-11-28,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-11-28,JPMORGAN CHASE & CO.,Checking or savings account,14
2024-11-28,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",0
2024-11-29,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,5
2024-11-29,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2024-11-29,JPMORGAN CHASE & CO.,Checking or savings account,14
2024-11-29,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-11-30,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,7
2024-11-30,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2024-11-30,JPMORGAN CHASE & CO.,Checking or savings account,16
2024-11-30,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2024-12-01,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6
2024-12-01,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-12-01,JPMORGAN CHASE & CO.,Checking or savings account,6
2024-12-01,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-12-02,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,12
2024-12-02,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2024-12-02,JPMORGAN CHASE & CO.,Checking or savings account,23
2024-12-02,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-12-03,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,15
2024-12-03,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-12-03,JPMORGAN CHASE & CO.,Checking or savings account,26
2024-12-03,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2024-12-04,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,17
2024-12-04,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-12-04,JPMORGAN CHASE & CO.,Checking or savings account,22
2024-12-04,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2024-12-05,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,18
2024-12-05,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2024-12-05,JPMORGAN CHASE & CO.,Checking or savings account,26
2024-12-05,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-12-06,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,16
2024-12-06,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2024-12-06,JPMORGAN CHASE & CO.,Checking or savings account,22
2024-12-06,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2024-12-07,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,8
2024-12-07,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-12-07,JPMORGAN CHASE & CO.,Checking or savings account,8
2024-12-07,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",0
2024-12-08,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6
2024-12-08,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-12-08,JPMORGAN CHASE & CO.,Checking or savings account,9
2024-12-08,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-12-09,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,9
2024-12-09,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2024-12-09,JPMORGAN CHASE & CO.,Checking or savings account,18
2024-12-09,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-12-10,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,18
2024-12-10,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-12-10,JPMORGAN CHASE & CO.,Checking or savings account,29
2024-12-10,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2024-12-11,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,15
2024-12-11,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-12-11,JPMORGAN CHASE & CO.,Checking or savings account,22
2024-12-11,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2024-12-12,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,22
2024-12-12,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-12-12,JPMORGAN CHASE & CO.,Checking or savings account,26
2024-12-12,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-12-13,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,11
2024-12-13,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-12-13,JPMORGAN CHASE & CO.,Checking or savings account,24
2024-12-13,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-12-14,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,13
2024-12-14,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2024-12-14,JPMORGAN CHASE & CO.,Checking or savings account,11
2024-12-14,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",0
2024-12-15,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,3
2024-12-15,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2024-12-15,JPMORGAN CHASE & CO.,Checking or savings account,13
2024-12-15,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2024-12-16,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2024-12-16,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",6
2024-12-16,JPMORGAN CHASE & CO.,Checking or savings account,22
2024-12-16,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2024-12-17,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2024-12-17,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2024-12-17,JPMORGAN CHASE & CO.,Checking or savings account,30
2024-12-17,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-12-18,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,21
2024-12-18,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-12-18,JPMORGAN CHASE & CO.,Checking or savings account,33
2024-12-18,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-12-19,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,12
2024-12-19,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-12-19,JPMORGAN CHASE & CO.,Checking or savings account,28
2024-12-19,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2024-12-20,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2024-12-20,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-12-20,JPMORGAN CHASE & CO.,Checking or savings account,27
2024-12-20,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",9
2024-12-21,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,16
2024-12-21,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",8
2024-12-21,JPMORGAN CHASE & CO.,Checking or savings account,19
2024-12-21,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2024-12-22,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,7
2024-12-22,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2024-12-22,JPMORGAN CHASE & CO.,Checking or savings account,8
2024-12-22,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-12-23,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,13
2024-12-23,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",7
2024-12-23,JPMORGAN CHASE & CO.,Checking or savings account,25
2024-12-23,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",11
2024-12-24,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,9
2024-12-24,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",6
2024-12-24,JPMORGAN CHASE & CO.,Checking or savings account,28
2024-12-24,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-12-25,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,3
2024-12-25,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-12-25,JPMORGAN CHASE & CO.,Checking or savings account,8
2024-12-25,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-12-26,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,13
2024-12-26,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-12-26,JPMORGAN CHASE & CO.,Checking or savings account,26
2024-12-26,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2024-12-27,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2024-12-27,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2024-12-27,JPMORGAN CHASE & CO.,Checking or savings account,30
2024-12-27,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2024-12-28,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,16
2024-12-28,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2024-12-28,JPMORGAN CHASE & CO.,Checking or savings account,16
2024-12-28,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-12-29,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6
2024-12-29,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-12-29,JPMORGAN CHASE & CO.,Checking or savings account,5
2024-12-29,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-12-30,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,11
2024-12-30,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2024-12-30,JPMORGAN CHASE & CO.,Checking or savings account,17
2024-12-30,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-12-31,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,12
2024-12-31,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-12-31,JPMORGAN CHASE & CO.,Checking or savings account,27
2024-12-31,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-01-01,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,7
2025-01-01,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-01-01,JPMORGAN CHASE & CO.,Checking or savings account,11
2025-01-01,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-01-02,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,16
2025-01-02,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",6
2025-01-02,JPMORGAN CHASE & CO.,Checking or savings account,24
2025-01-02,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-01-03,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2025-01-03,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-01-03,JPMORGAN CHASE & CO.,Checking or savings account,29
2025-01-03,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",9
2025-01-04,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,11
2025-01-04,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-01-04,JPMORGAN CHASE & CO.,Checking or savings account,10
2025-01-04,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-01-05,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,5
2025-01-05,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-01-05,JPMORGAN CHASE & CO.,Checking or savings account,12
2025-01-05,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-01-06,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2025-01-06,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",7
2025-01-06,JPMORGAN CHASE & CO.,Checking or savings account,25
2025-01-06,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-01-07,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,24
2025-01-07,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",8
2025-01-07,JPMORGAN CHASE & CO.,Checking or savings account,28
2025-01-07,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-01-08,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,15
2025-01-08,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2025-01-08,JPMORGAN CHASE & CO.,Checking or savings account,25
2025-01-08,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-01-09,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2025-01-09,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-01-09,JPMORGAN CHASE & CO.,Checking or savings account,19
2025-01-09,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-01-10,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,14
2025-01-10,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-01-10,JPMORGAN CHASE & CO.,Checking or savings account,25
2025-01-10,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-01-11,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6
2025-01-11,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-01-11,JPMORGAN CHASE & CO.,Checking or savings account,16
2025-01-11,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-01-12,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,3
2025-01-12,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2025-01-12,JPMORGAN CHASE & CO.,Checking or savings account,7
2025-01-12,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-01-13,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,26
2025-01-13,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-01-13,JPMORGAN CHASE & CO.,Checking or savings account,26
2025-01-13,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-01-14,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,29
2025-01-14,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",14
2025-01-14,JPMORGAN CHASE & CO.,Checking or savings account,38
2025-01-14,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",22
2025-01-15,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,38
2025-01-15,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",64
2025-01-15,JPMORGAN CHASE & CO.,Checking or savings account,68
2025-01-15,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",112
2025-01-16,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,47
2025-01-16,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",44
2025-01-16,JPMORGAN CHASE & CO.,Checking or savings account,60
2025-01-16,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",62
2025-01-17,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,32
2025-01-17,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",23
2025-01-17,JPMORGAN CHASE & CO.,Checking or savings account,56
2025-01-17,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",41
2025-01-18,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,31
2025-01-18,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",37
2025-01-18,JPMORGAN CHASE & CO.,Checking or savings account,47
2025-01-18,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",69
2025-01-19,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,13
2025-01-19,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",21
2025-01-19,JPMORGAN CHASE & CO.,Checking or savings account,28
2025-01-19,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",21
2025-01-20,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,16
2025-01-20,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",18
2025-01-20,JPMORGAN CHASE & CO.,Checking or savings account,28
2025-01-20,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",20
2025-01-21,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,21
2025-01-21,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",19
2025-01-21,JPMORGAN CHASE & CO.,Checking or savings account,35
2025-01-21,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",16
2025-01-22,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,25
2025-01-22,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",14
2025-01-22,JPMORGAN CHASE & CO.,Checking or savings account,42
2025-01-22,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",18
2025-01-23,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,26
2025-01-23,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",10
2025-01-23,JPMORGAN CHASE & CO.,Checking or savings account,33
2025-01-23,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",18
2025-01-24,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,32
2025-01-24,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",9
2025-01-24,JPMORGAN CHASE & CO.,Checking or savings account,36
2025-01-24,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-01-25,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,9
2025-01-25,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-01-25,JPMORGAN CHASE & CO.,Checking or savings account,16
2025-01-25,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",9
2025-01-26,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,10
2025-01-26,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-01-26,JPMORGAN CHASE & CO.,Checking or savings account,20
2025-01-26,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-01-27,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,22
2025-01-27,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",7
2025-01-27,JPMORGAN CHASE & CO.,Checking or savings account,28
2025-01-27,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-01-28,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,23
2025-01-28,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-01-28,JPMORGAN CHASE & CO.,Checking or savings account,32
2025-01-28,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-01-29,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2025-01-29,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",8
2025-01-29,JPMORGAN CHASE & CO.,Checking or savings account,20
2025-01-29,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",12
2025-01-30,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,12
2025-01-30,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",7
2025-01-30,JPMORGAN CHASE & CO.,Checking or savings account,24
2025-01-30,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",13
2025-01-31,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,22
2025-01-31,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",7
2025-01-31,JPMORGAN CHASE & CO.,Checking or savings account,25
2025-01-31,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",9
2025-02-01,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,13
2025-02-01,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-02-01,JPMORGAN CHASE & CO.,Checking or savings account,11
2025-02-01,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-02-02,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6
2025-02-02,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-02-02,JPMORGAN CHASE & CO.,Checking or savings account,14
2025-02-02,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-02-03,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,15
2025-02-03,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",6
2025-02-03,JPMORGAN CHASE & CO.,Checking or savings account,21
2025-02-03,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-02-04,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,24
2025-02-04,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",6
2025-02-04,JPMORGAN CHASE & CO.,Checking or savings account,22
2025-02-04,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-02-05,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,17
2025-02-05,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",6
2025-02-05,JPMORGAN CHASE & CO.,Checking or savings account,36
2025-02-05,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-02-06,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,17
2025-02-06,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-02-06,JPMORGAN CHASE & CO.,Checking or savings account,30
2025-02-06,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",8
2025-02-07,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,18
2025-02-07,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-02-07,JPMORGAN CHASE & CO.,Checking or savings account,20
2025-02-07,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-02-08,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,8
2025-02-08,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-02-08,JPMORGAN CHASE & CO.,Checking or savings account,16
2025-02-08,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-02-09,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,14
2025-02-09,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-02-09,JPMORGAN CHASE & CO.,Checking or savings account,15
2025-02-09,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-02-10,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,22
2025-02-10,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-02-10,JPMORGAN CHASE & CO.,Checking or savings account,17
2025-02-10,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-02-11,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,24
2025-02-11,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-02-11,JPMORGAN CHASE & CO.,Checking or savings account,30
2025-02-11,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2025-02-12,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,22
2025-02-12,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-02-12,JPMORGAN CHASE & CO.,Checking or savings account,22
2025-02-12,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
